input_text,input_tokens,generated_continuation_text,generated_continuation_tokens,true_continuation_text,true_continuation_tokens,matching_tokens,perfect_match
" was nothing so _very_ remarkable in that; nor did Alice think it
so _very_ much out of the way to hear the Rabbit say to itself, “Oh
dear! Oh dear! I shall be late!” (when she","[574, 4400, 779, 721, 1225, 62, 23649, 304, 430, 26, 6463, 1550, 30505, 1781, 433, 198, 708, 721, 1225, 62, 1790, 704, 315, 279, 1648, 311, 6865, 279, 49431, 2019, 311, 5196, 11, 1054, 12174, 198, 451, 277, 0, 8840, 25237, 0, 358, 4985, 387, 3389, 18319, 320, 9493, 1364]"," thought it over afterwards,
it occurred to her that she ought to have wondered at this, but at the
time it all seemed quite natural); but when the Rabbit actually _took
a watch out of its waistcoat-pocket_, and looked at it","[3463, 433, 927, 27905, 345, 275, 10222, 311, 1077, 430, 1364, 22525, 311, 617, 31156, 520, 420, 11, 719, 520, 279, 198, 1712, 433, 682, 9508, 5115, 5933, 1237, 719, 994, 279, 49431, 3604, 721, 91453, 198, 64, 3821, 704, 315, 1202, 29142, 68512, 99436, 7022, 323, 7111, 520, 433]"," thought it over afterwards,
it occurred to her that she ought to have wondered at this, but at the
time it all seemed quite natural); but when the Rabbit actually _took a
watch out of its waistcoat-pocket_, and looked at it","[3463, 433, 927, 27905, 345, 275, 10222, 311, 1077, 430, 1364, 22525, 311, 617, 31156, 520, 420, 11, 719, 520, 279, 198, 1712, 433, 682, 9508, 5115, 5933, 1237, 719, 994, 279, 49431, 3604, 721, 91453, 264, 198, 14658, 704, 315, 1202, 29142, 68512, 99436, 7022, 323, 7111, 520, 433]",47,False
" thought it over afterwards,
it occurred to her that she ought to have wondered at this, but at the
time it all seemed quite natural); but when the Rabbit actually _took a
watch out of its waistcoat-pocket_, and looked at it","[3463, 433, 927, 27905, 345, 275, 10222, 311, 1077, 430, 1364, 22525, 311, 617, 31156, 520, 420, 11, 719, 520, 279, 198, 1712, 433, 682, 9508, 5115, 5933, 1237, 719, 994, 279, 49431, 3604, 721, 91453, 264, 198, 14658, 704, 315, 1202, 29142, 68512, 99436, 7022, 323, 7111, 520, 433]",", and then hurried
on, shaking its head, and saying, 'I've just made the most important
date of my life,' Alice started to her feet, for it flashed across her
mind that she had never before seen a rabbit with","[11, 323, 1243, 73973, 198, 263, 11, 38839, 1202, 2010, 11, 323, 5605, 11, 364, 40, 3077, 1120, 1903, 279, 1455, 3062, 198, 1045, 315, 856, 2324, 2965, 30505, 3940, 311, 1077, 7693, 11, 369, 433, 70939, 4028, 1077, 198, 38824, 430, 1364, 1047, 2646, 1603, 3970, 264, 39824, 449]",", and then hurried
on, Alice started to her feet, for it flashed across her mind that she
had never before seen a rabbit with either a waistcoat-pocket, or a
watch to take out of it, and burning with curiosity,","[11, 323, 1243, 73973, 198, 263, 11, 30505, 3940, 311, 1077, 7693, 11, 369, 433, 70939, 4028, 1077, 4059, 430, 1364, 198, 32345, 2646, 1603, 3970, 264, 39824, 449, 3060, 264, 29142, 68512, 99436, 11, 477, 264, 198, 14658, 311, 1935, 704, 315, 433, 11, 323, 20252, 449, 41328, 11]",7,False
", and then hurried
on, Alice started to her feet, for it flashed across her mind that she
had never before seen a rabbit with either a waistcoat-pocket, or a
watch to take out of it, and burning with curiosity,","[11, 323, 1243, 73973, 198, 263, 11, 30505, 3940, 311, 1077, 7693, 11, 369, 433, 70939, 4028, 1077, 4059, 430, 1364, 198, 32345, 2646, 1603, 3970, 264, 39824, 449, 3060, 264, 29142, 68512, 99436, 11, 477, 264, 198, 14658, 311, 1935, 704, 315, 433, 11, 323, 20252, 449, 41328, 11]"," she ran across
the field after it, and fortunately was just in time to see it pop
down a large rabbit-hole under the hedge.
In another moment down went Alice after it, never once considering
how in the world she was to get","[1364, 10837, 4028, 198, 1820, 2115, 1306, 433, 11, 323, 87932, 574, 1120, 304, 892, 311, 1518, 433, 2477, 198, 2996, 264, 3544, 39824, 87693, 1234, 279, 42766, 627, 644, 2500, 4545, 1523, 4024, 30505, 1306, 433, 11, 2646, 3131, 13126, 198, 5269, 304, 279, 1917, 1364, 574, 311, 636]"," she ran across the
field after it, and fortunately was just in time to see it pop down a
large rabbit-hole under the hedge.

In another moment down went Alice after it, never once considering how
in the world she was to get","[1364, 10837, 4028, 279, 198, 2630, 1306, 433, 11, 323, 87932, 574, 1120, 304, 892, 311, 1518, 433, 2477, 1523, 264, 198, 17185, 39824, 87693, 1234, 279, 42766, 382, 644, 2500, 4545, 1523, 4024, 30505, 1306, 433, 11, 2646, 3131, 13126, 1268, 198, 258, 279, 1917, 1364, 574, 311, 636]",39,False
" she ran across the
field after it, and fortunately was just in time to see it pop down a
large rabbit-hole under the hedge.

In another moment down went Alice after it, never once considering how
in the world she was to get","[1364, 10837, 4028, 279, 198, 2630, 1306, 433, 11, 323, 87932, 574, 1120, 304, 892, 311, 1518, 433, 2477, 1523, 264, 198, 17185, 39824, 87693, 1234, 279, 42766, 382, 644, 2500, 4545, 1523, 4024, 30505, 1306, 433, 11, 2646, 3131, 13126, 1268, 198, 258, 279, 1917, 1364, 574, 311, 636]"," out again.

The rabbit-hole went straight on like a tunnel for some way, and then
dipped suddenly down, so suddenly that Alice had not a moment to think
about stopping herself before she found herself falling down a very deep
well.

","[704, 1578, 382, 791, 39824, 87693, 4024, 7833, 389, 1093, 264, 26711, 369, 1063, 1648, 11, 323, 1243, 198, 67, 6586, 15187, 1523, 11, 779, 15187, 430, 30505, 1047, 539, 264, 4545, 311, 1781, 198, 9274, 23351, 11937, 1603, 1364, 1766, 11937, 16054, 1523, 264, 1633, 5655, 198, 9336, 382]"," out again.

The rabbit-hole went straight on like a tunnel for some way, and then
dipped suddenly down, so suddenly that Alice had not a moment to think
about stopping herself before she found herself falling down a very
deep well.

","[704, 1578, 382, 791, 39824, 87693, 4024, 7833, 389, 1093, 264, 26711, 369, 1063, 1648, 11, 323, 1243, 198, 67, 6586, 15187, 1523, 11, 779, 15187, 430, 30505, 1047, 539, 264, 4545, 311, 1781, 198, 9274, 23351, 11937, 1603, 1364, 1766, 11937, 16054, 1523, 264, 1633, 198, 33980, 1664, 382]",47,False
" out again.

The rabbit-hole went straight on like a tunnel for some way, and then
dipped suddenly down, so suddenly that Alice had not a moment to think
about stopping herself before she found herself falling down a very
deep well.

","[704, 1578, 382, 791, 39824, 87693, 4024, 7833, 389, 1093, 264, 26711, 369, 1063, 1648, 11, 323, 1243, 198, 67, 6586, 15187, 1523, 11, 779, 15187, 430, 30505, 1047, 539, 264, 4545, 311, 1781, 198, 9274, 23351, 11937, 1603, 1364, 1766, 11937, 16054, 1523, 264, 1633, 198, 33980, 1664, 382]","Either the well was very deep, or she fell very slowly, for she had
plenty of time as she went down to look about her and to wonder what
was going to happen next. First, she tried to look down and make out","[50344, 279, 1664, 574, 1633, 5655, 11, 477, 1364, 11299, 1633, 14297, 11, 369, 1364, 1047, 198, 501, 7313, 315, 892, 439, 1364, 4024, 1523, 311, 1427, 922, 1077, 323, 311, 5895, 1148, 198, 16514, 2133, 311, 3621, 1828, 13, 5629, 11, 1364, 6818, 311, 1427, 1523, 323, 1304, 704]","Either the well was very deep, or she fell very slowly, for she had
plenty of time as she went down to look about her and to wonder what
was going to happen next. First, she tried to look down and make out","[50344, 279, 1664, 574, 1633, 5655, 11, 477, 1364, 11299, 1633, 14297, 11, 369, 1364, 1047, 198, 501, 7313, 315, 892, 439, 1364, 4024, 1523, 311, 1427, 922, 1077, 323, 311, 5895, 1148, 198, 16514, 2133, 311, 3621, 1828, 13, 5629, 11, 1364, 6818, 311, 1427, 1523, 323, 1304, 704]",50,True
"Either the well was very deep, or she fell very slowly, for she had
plenty of time as she went down to look about her and to wonder what
was going to happen next. First, she tried to look down and make out","[50344, 279, 1664, 574, 1633, 5655, 11, 477, 1364, 11299, 1633, 14297, 11, 369, 1364, 1047, 198, 501, 7313, 315, 892, 439, 1364, 4024, 1523, 311, 1427, 922, 1077, 323, 311, 5895, 1148, 198, 16514, 2133, 311, 3621, 1828, 13, 5629, 11, 1364, 6818, 311, 1427, 1523, 323, 1304, 704]","
what she was coming to, but it was too dark to see anything; then
she looked at the sides of the well, and noticed that they were
covered with cupboards, and the doors of these cupboards were all
locked;","[198, 12840, 1364, 574, 5108, 311, 11, 719, 433, 574, 2288, 6453, 311, 1518, 4205, 26, 1243, 198, 32158, 7111, 520, 279, 11314, 315, 279, 1664, 11, 323, 14000, 430, 814, 1051, 198, 21468, 449, 10747, 19826, 11, 323, 279, 14365, 315, 1521, 10747, 19826, 1051, 682, 198, 25656, 26]","
what she was coming to, but it was too dark to see anything; then she
looked at the sides of the well, and noticed that they were filled with
cupboards and book-shelves; here and there she saw maps and","[198, 12840, 1364, 574, 5108, 311, 11, 719, 433, 574, 2288, 6453, 311, 1518, 4205, 26, 1243, 1364, 198, 7349, 291, 520, 279, 11314, 315, 279, 1664, 11, 323, 14000, 430, 814, 1051, 10409, 449, 198, 37765, 19826, 323, 2363, 7666, 4372, 26, 1618, 323, 1070, 1364, 5602, 14370, 323]",19,False
"
what she was coming to, but it was too dark to see anything; then she
looked at the sides of the well, and noticed that they were filled with
cupboards and book-shelves; here and there she saw maps and","[198, 12840, 1364, 574, 5108, 311, 11, 719, 433, 574, 2288, 6453, 311, 1518, 4205, 26, 1243, 1364, 198, 7349, 291, 520, 279, 11314, 315, 279, 1664, 11, 323, 14000, 430, 814, 1051, 10409, 449, 198, 37765, 19826, 323, 2363, 7666, 4372, 26, 1618, 323, 1070, 1364, 5602, 14370, 323]"," pictures,
but it was all too curious to make out what they were. She found a little
table with a drawer in it, into which she put her fan and handkerchief,
and a little basket of bread-and-butter, which she","[9364, 345, 8248, 433, 574, 682, 2288, 22999, 311, 1304, 704, 1148, 814, 1051, 13, 3005, 1766, 264, 2697, 198, 2048, 449, 264, 27580, 304, 433, 11, 1139, 902, 1364, 2231, 1077, 8571, 323, 1450, 7197, 62626, 345, 438, 264, 2697, 14351, 315, 16385, 9976, 1481, 6339, 11, 902, 1364]"," pictures
hung upon pegs. She took down a jar from one of the shelves as she
passed; it was labelled “ORANGE MARMALADE”, but to her great
disappointment it was empty: she did not like to drop","[9364, 198, 57932, 5304, 31787, 82, 13, 3005, 3952, 1523, 264, 30695, 505, 832, 315, 279, 36310, 439, 1364, 198, 36522, 26, 433, 574, 61336, 1054, 878, 11762, 386, 18394, 984, 33941, 9520, 719, 311, 1077, 2294, 198, 4338, 52201, 433, 574, 4384, 25, 1364, 1550, 539, 1093, 311, 6068]",2,False
" pictures
hung upon pegs. She took down a jar from one of the shelves as she
passed; it was labelled “ORANGE MARMALADE”, but to her great
disappointment it was empty: she did not like to drop","[9364, 198, 57932, 5304, 31787, 82, 13, 3005, 3952, 1523, 264, 30695, 505, 832, 315, 279, 36310, 439, 1364, 198, 36522, 26, 433, 574, 61336, 1054, 878, 11762, 386, 18394, 984, 33941, 9520, 719, 311, 1077, 2294, 198, 4338, 52201, 433, 574, 4384, 25, 1364, 1550, 539, 1093, 311, 6068]"," her precious
little jar of marmalade down the rabbit-hole, nor did she like to
carry it very far: “and the way down is the best. That I know. So
here goes, anyway.”
Down, down she","[1077, 27498, 198, 56492, 30695, 315, 296, 2227, 278, 1037, 1523, 279, 39824, 87693, 11, 6463, 1550, 1364, 1093, 311, 198, 74865, 433, 1633, 3117, 25, 1054, 438, 279, 1648, 1523, 374, 279, 1888, 13, 3011, 358, 1440, 13, 2100, 198, 6881, 5900, 11, 13971, 49216, 4554, 11, 1523, 1364]"," the jar for fear
of killing somebody underneath, so managed to put it into one of the
cupboards as she fell past it.

“Well!” thought Alice to herself, “after such a fall as this, I shall
think nothing of tum","[279, 30695, 369, 8850, 198, 1073, 13419, 18570, 30456, 11, 779, 9152, 311, 2231, 433, 1139, 832, 315, 279, 198, 37765, 19826, 439, 1364, 11299, 3347, 433, 382, 88925, 18319, 3463, 30505, 311, 11937, 11, 1054, 10924, 1778, 264, 4498, 439, 420, 11, 358, 4985, 198, 27963, 4400, 315, 15756]",0,False
" the jar for fear
of killing somebody underneath, so managed to put it into one of the
cupboards as she fell past it.

“Well!” thought Alice to herself, “after such a fall as this, I shall
think nothing of tum","[279, 30695, 369, 8850, 198, 1073, 13419, 18570, 30456, 11, 779, 9152, 311, 2231, 433, 1139, 832, 315, 279, 198, 37765, 19826, 439, 1364, 11299, 3347, 433, 382, 88925, 18319, 3463, 30505, 311, 11937, 11, 1054, 10924, 1778, 264, 4498, 439, 420, 11, 358, 4985, 198, 27963, 4400, 315, 15756]","bling down stairs! How brave they'll all think me
at home! Why, I wouldn't say anything about it, even if I fell down
St. George's Church!” (Alice had been to London once, and had been
to","[9894, 1523, 32249, 0, 2650, 34300, 814, 3358, 682, 1781, 757, 198, 266, 2162, 0, 8595, 11, 358, 8434, 956, 2019, 4205, 922, 433, 11, 1524, 422, 358, 11299, 1523, 198, 626, 13, 10058, 596, 9441, 18319, 320, 62786, 1047, 1027, 311, 7295, 3131, 11, 323, 1047, 1027, 198, 998]","bling down stairs! How brave they’ll all think me
at home! Why, I wouldn’t say anything about it, even if I fell off the
top of the house!” (Which was very likely true.)

Down, down, down.","[9894, 1523, 32249, 0, 2650, 34300, 814, 4805, 682, 1781, 757, 198, 266, 2162, 0, 8595, 11, 358, 8434, 1431, 2019, 4205, 922, 433, 11, 1524, 422, 358, 11299, 1022, 279, 198, 3565, 315, 279, 3838, 18319, 320, 23956, 574, 1633, 4461, 837, 9456, 4554, 11, 1523, 11, 1523, 13]",29,False
"bling down stairs! How brave they’ll all think me
at home! Why, I wouldn’t say anything about it, even if I fell off the
top of the house!” (Which was very likely true.)

Down, down, down.","[9894, 1523, 32249, 0, 2650, 34300, 814, 4805, 682, 1781, 757, 198, 266, 2162, 0, 8595, 11, 358, 8434, 1431, 2019, 4205, 922, 433, 11, 1524, 422, 358, 11299, 1022, 279, 198, 3565, 315, 279, 3838, 18319, 320, 23956, 574, 1633, 4461, 837, 9456, 4554, 11, 1523, 11, 1523, 13]"," At last they came to the bottom. And there they found
themselves in a big, dark hall, with only a tiny bit of light coming
in at one end. The hall was so big, and the light was so small,","[2468, 1566, 814, 3782, 311, 279, 5740, 13, 1628, 1070, 814, 1766, 198, 339, 12116, 4372, 304, 264, 2466, 11, 6453, 14321, 11, 449, 1193, 264, 13987, 2766, 315, 3177, 5108, 198, 258, 520, 832, 842, 13, 578, 14321, 574, 779, 2466, 11, 323, 279, 3177, 574, 779, 2678, 11]"," Would the fall _never_ come to an end? “I wonder how
many miles I’ve fallen by this time?” she said aloud. “I must be
getting somewhere near the centre of the earth. Let me see: that would
","[19418, 279, 4498, 721, 37593, 62, 2586, 311, 459, 842, 30, 1054, 40, 5895, 1268, 198, 35676, 8931, 358, 4070, 21536, 555, 420, 892, 12671, 1364, 1071, 71511, 13, 1054, 40, 2011, 387, 198, 51210, 15038, 3221, 279, 12541, 315, 279, 9578, 13, 6914, 757, 1518, 25, 430, 1053, 198]",0,False
" Would the fall _never_ come to an end? “I wonder how
many miles I’ve fallen by this time?” she said aloud. “I must be
getting somewhere near the centre of the earth. Let me see: that would
","[19418, 279, 4498, 721, 37593, 62, 2586, 311, 459, 842, 30, 1054, 40, 5895, 1268, 198, 35676, 8931, 358, 4070, 21536, 555, 420, 892, 12671, 1364, 1071, 71511, 13, 1054, 40, 2011, 387, 198, 51210, 15038, 3221, 279, 12541, 315, 279, 9578, 13, 6914, 757, 1518, 25, 430, 1053, 198]","be four thousand miles down, I think?” (some readers would not think
so, and certainly the writer does not think so) “—say eight hundred
yards to the mile: that is, two miles a second or one mile in a","[1395, 3116, 16579, 8931, 1523, 11, 358, 1781, 12671, 320, 15031, 13016, 1053, 539, 1781, 198, 708, 11, 323, 7995, 279, 7061, 1587, 539, 1781, 779, 8, 1054, 2345, 37890, 8223, 7895, 198, 57528, 311, 279, 14929, 25, 430, 374, 11, 1403, 8931, 264, 2132, 477, 832, 14929, 304, 264]","be four thousand miles down, I think—” (for, you see, Alice had learnt
several things of this sort in her lessons in the schoolroom, and
though this was not a _very_ good opportunity for showing off her","[1395, 3116, 16579, 8931, 1523, 11, 358, 1781, 2345, 863, 320, 2000, 11, 499, 1518, 11, 30505, 1047, 50350, 198, 325, 17998, 2574, 315, 420, 3460, 304, 1077, 18872, 304, 279, 2978, 3039, 11, 323, 198, 4636, 420, 574, 539, 264, 721, 1225, 62, 1695, 6776, 369, 9204, 1022, 1077]",8,False
"be four thousand miles down, I think—” (for, you see, Alice had learnt
several things of this sort in her lessons in the schoolroom, and
though this was not a _very_ good opportunity for showing off her","[1395, 3116, 16579, 8931, 1523, 11, 358, 1781, 2345, 863, 320, 2000, 11, 499, 1518, 11, 30505, 1047, 50350, 198, 325, 17998, 2574, 315, 420, 3460, 304, 1077, 18872, 304, 279, 2978, 3039, 11, 323, 198, 4636, 420, 574, 539, 264, 721, 1225, 62, 1695, 6776, 369, 9204, 1022, 1077]","
knowledge, as there was no one to listen to her, still it was good
practice to say it over) “—and then I’ll come up. Perhaps I shall
meet you there.” And she watched the Queen’s wake out of","[198, 90153, 11, 439, 1070, 574, 912, 832, 311, 9020, 311, 1077, 11, 2103, 433, 574, 1695, 198, 60621, 311, 2019, 433, 927, 8, 1054, 2345, 438, 1243, 358, 4805, 2586, 709, 13, 19292, 358, 4985, 198, 64510, 499, 1070, 2029, 1628, 1364, 15746, 279, 16657, 753, 15508, 704, 315]","
knowledge, as there was no one to listen to her, still it was good
practice to say it over) “—yes, that’s about the right distance—but
then I wonder what Latitude or Longitude I’ve got to?” (Alice","[198, 90153, 11, 439, 1070, 574, 912, 832, 311, 9020, 311, 1077, 11, 2103, 433, 574, 1695, 198, 60621, 311, 2019, 433, 927, 8, 1054, 2345, 9891, 11, 430, 753, 922, 279, 1314, 6138, 38542, 198, 3473, 358, 5895, 1148, 68440, 477, 80209, 358, 4070, 2751, 311, 12671, 320, 62786]",26,False
"
knowledge, as there was no one to listen to her, still it was good
practice to say it over) “—yes, that’s about the right distance—but
then I wonder what Latitude or Longitude I’ve got to?” (Alice","[198, 90153, 11, 439, 1070, 574, 912, 832, 311, 9020, 311, 1077, 11, 2103, 433, 574, 1695, 198, 60621, 311, 2019, 433, 927, 8, 1054, 2345, 9891, 11, 430, 753, 922, 279, 1314, 6138, 38542, 198, 3473, 358, 5895, 1148, 68440, 477, 80209, 358, 4070, 2751, 311, 12671, 320, 62786]"," ventured
to say “A most difficult question!” but she was afraid of offending
the little thing just as she had got her attention) “We can’t call
it ‘so many miles to the hour,’ now.”
Alice felt dreadfully puzzled","[99507, 198, 998, 2019, 1054, 32, 1455, 5107, 3488, 18319, 719, 1364, 574, 16984, 315, 70669, 198, 1820, 2697, 3245, 1120, 439, 1364, 1047, 2751, 1077, 6666, 8, 1054, 1687, 649, 1431, 1650, 198, 275, 3451, 708, 1690, 8931, 311, 279, 6596, 23189, 1457, 49216, 62786, 6612, 36075, 3725, 87420]"," had no
idea what Latitude was, or Longitude either, but thought they were nice
grand words to say.)

Presently she began again. “I wonder if I shall fall right _through_
the earth! How funny it’ll seem to come","[1047, 912, 198, 42877, 1148, 68440, 574, 11, 477, 80209, 3060, 11, 719, 3463, 814, 1051, 6555, 198, 53766, 4339, 311, 2019, 9456, 21886, 398, 1364, 6137, 1578, 13, 1054, 40, 5895, 422, 358, 4985, 4498, 1314, 721, 20322, 13220, 1820, 9578, 0, 2650, 15526, 433, 4805, 2873, 311, 2586]",0,False
" had no
idea what Latitude was, or Longitude either, but thought they were nice
grand words to say.)

Presently she began again. “I wonder if I shall fall right _through_
the earth! How funny it’ll seem to come","[1047, 912, 198, 42877, 1148, 68440, 574, 11, 477, 80209, 3060, 11, 719, 3463, 814, 1051, 6555, 198, 53766, 4339, 311, 2019, 9456, 21886, 398, 1364, 6137, 1578, 13, 1054, 40, 5895, 422, 358, 4985, 4498, 1314, 721, 20322, 13220, 1820, 9578, 0, 2650, 15526, 433, 4805, 2873, 311, 2586]"," out among the people that walk
with their heads downward in that country! And how odd it will seem
there too to find that we _walk_ with our heads downward! I suppose
you’ll get tired of standing on your head, so","[704, 4315, 279, 1274, 430, 4321, 198, 4291, 872, 14971, 45578, 304, 430, 3224, 0, 1628, 1268, 10535, 433, 690, 2873, 198, 19041, 2288, 311, 1505, 430, 584, 721, 19599, 62, 449, 1057, 14971, 45578, 0, 358, 23289, 198, 9514, 4805, 636, 19781, 315, 11509, 389, 701, 2010, 11, 779]"," out among the people that walk
with their heads downward! The Antipathies, I think—” (she was rather
glad there _was_ no one listening, this time, as it didn’t sound at all
the right","[704, 4315, 279, 1274, 430, 4321, 198, 4291, 872, 14971, 45578, 0, 578, 6898, 575, 589, 552, 11, 358, 1781, 2345, 863, 320, 32158, 574, 4856, 198, 6200, 329, 1070, 721, 16514, 62, 912, 832, 14624, 11, 420, 892, 11, 439, 433, 3287, 1431, 5222, 520, 682, 198, 1820, 1314]",11,False
" out among the people that walk
with their heads downward! The Antipathies, I think—” (she was rather
glad there _was_ no one listening, this time, as it didn’t sound at all
the right","[704, 4315, 279, 1274, 430, 4321, 198, 4291, 872, 14971, 45578, 0, 578, 6898, 575, 589, 552, 11, 358, 1781, 2345, 863, 320, 32158, 574, 4856, 198, 6200, 329, 1070, 721, 16514, 62, 912, 832, 14624, 11, 420, 892, 11, 439, 433, 3287, 1431, 5222, 520, 682, 198, 1820, 1314]"," way of bringing them out)—”among the people that walk with
their heads downward. Do you mean that you _don’t_ see them?” she said
at last.
“They’ve no reason to be proud,” said Alice; “they’ve","[1648, 315, 12967, 1124, 704, 68850, 863, 77405, 279, 1274, 430, 4321, 449, 198, 50828, 14971, 45578, 13, 3234, 499, 3152, 430, 499, 721, 15357, 1431, 62, 1518, 1124, 12671, 1364, 1071, 198, 266, 1566, 627, 46690, 4070, 912, 2944, 311, 387, 12691, 2476, 1071, 30505, 26, 1054, 20670, 4070]"," word) “—but I shall have to ask them what the name of the
country is, you know. Please, Ma’am, is this New Zealand or Australia?”
(and she tried to curtsey as she spoke—fancy _cur","[3492, 8, 1054, 2345, 8248, 358, 4985, 617, 311, 2610, 1124, 1148, 279, 836, 315, 279, 198, 11389, 374, 11, 499, 1440, 13, 5321, 11, 11583, 77138, 11, 374, 420, 1561, 17340, 477, 8494, 12671, 198, 61011, 1364, 6818, 311, 44278, 8674, 439, 1364, 12570, 2345, 69, 6709, 721, 2407]",0,False
" word) “—but I shall have to ask them what the name of the
country is, you know. Please, Ma’am, is this New Zealand or Australia?”
(and she tried to curtsey as she spoke—fancy _cur","[3492, 8, 1054, 2345, 8248, 358, 4985, 617, 311, 2610, 1124, 1148, 279, 836, 315, 279, 198, 11389, 374, 11, 499, 1440, 13, 5321, 11, 11583, 77138, 11, 374, 420, 1561, 17340, 477, 8494, 12671, 198, 61011, 1364, 6818, 311, 44278, 8674, 439, 1364, 12570, 2345, 69, 6709, 721, 2407]","tseying_ to a
gentleman!) “for I’m so dreadfully confused about the names of all the
places, and I’m sure I can’t keep them in my head.”
Mr. Quelch looked at her stern","[83, 325, 7169, 62, 311, 264, 198, 16149, 273, 1543, 16715, 1054, 2000, 358, 4344, 779, 36075, 3725, 22568, 922, 279, 5144, 315, 682, 279, 198, 27170, 11, 323, 358, 4344, 2771, 358, 649, 1431, 2567, 1124, 304, 856, 2010, 49216, 12555, 13, 3489, 301, 331, 7111, 520, 1077, 58644]","tseying_ as you’re
falling through the air! Do you think you could manage it?) “And what
an ignorant little girl she’ll think me for asking! No, it’ll never do
to ask: perhaps I shall","[83, 325, 7169, 62, 439, 499, 3207, 198, 13772, 287, 1555, 279, 3805, 0, 3234, 499, 1781, 499, 1436, 10299, 433, 10380, 1054, 3112, 1148, 198, 276, 48080, 2697, 3828, 1364, 4805, 1781, 757, 369, 10371, 0, 2360, 11, 433, 4805, 2646, 656, 198, 998, 2610, 25, 8530, 358, 4985]",5,False
"tseying_ as you’re
falling through the air! Do you think you could manage it?) “And what
an ignorant little girl she’ll think me for asking! No, it’ll never do
to ask: perhaps I shall","[83, 325, 7169, 62, 439, 499, 3207, 198, 13772, 287, 1555, 279, 3805, 0, 3234, 499, 1781, 499, 1436, 10299, 433, 10380, 1054, 3112, 1148, 198, 276, 48080, 2697, 3828, 1364, 4805, 1781, 757, 369, 10371, 0, 2360, 11, 433, 4805, 2646, 656, 198, 998, 2610, 25, 8530, 358, 4985]"," have to give it up.”
It was just then that the door opened and Miss Ophelia came in. She
had been out to see the doctor, and she had something to tell.
“Your brother’s better,” she said. “He","[617, 311, 3041, 433, 709, 49216, 2181, 574, 1120, 1243, 430, 279, 6134, 9107, 323, 9083, 507, 764, 37029, 3782, 304, 13, 3005, 198, 32345, 1027, 704, 311, 1518, 279, 10896, 11, 323, 1364, 1047, 2555, 311, 3371, 627, 2118, 7927, 10868, 753, 2731, 2476, 1364, 1071, 13, 1054, 1548]"," see it written up somewhere.”

Down, down, down. There was nothing else to do, so Alice soon began
talking again. “Dinah’ll miss me very much to-night, I should think!”
(Dinah was the","[1518, 433, 5439, 709, 15038, 2950, 4554, 11, 1523, 11, 1523, 13, 2684, 574, 4400, 775, 311, 656, 11, 779, 30505, 5246, 6137, 198, 83, 30855, 1578, 13, 1054, 35, 258, 1494, 4805, 3194, 757, 1633, 1790, 311, 45427, 11, 358, 1288, 1781, 18319, 198, 5549, 258, 1494, 574, 279]",1,False
" see it written up somewhere.”

Down, down, down. There was nothing else to do, so Alice soon began
talking again. “Dinah’ll miss me very much to-night, I should think!”
(Dinah was the","[1518, 433, 5439, 709, 15038, 2950, 4554, 11, 1523, 11, 1523, 13, 2684, 574, 4400, 775, 311, 656, 11, 779, 30505, 5246, 6137, 198, 83, 30855, 1578, 13, 1054, 35, 258, 1494, 4805, 3194, 757, 1633, 1790, 311, 45427, 11, 358, 1288, 1781, 18319, 198, 5549, 258, 1494, 574, 279]"," cat.)

“I hope they’ll remember her saucer of milk at tea-time. Dinah my
cat grins when she plays. ‘Please, Maim!’ she says, ‘you’re very
polite!’ Alice was so much surprised that","[8415, 9456, 10378, 3987, 814, 4805, 6227, 1077, 829, 60496, 315, 14403, 520, 15600, 7394, 13, 45873, 1494, 856, 198, 4719, 1099, 1354, 994, 1364, 11335, 13, 3451, 5618, 11, 386, 2706, 72434, 1364, 2795, 11, 3451, 9514, 3207, 1633, 198, 10097, 635, 72434, 30505, 574, 779, 1790, 14792, 430]"," cat.) “I hope they’ll remember her saucer of milk at
tea-time. Dinah my dear! I wish you were down here with me! There are
no mice in the air, I’m afraid, but you might catch a","[8415, 6266, 1054, 40, 3987, 814, 4805, 6227, 1077, 829, 60496, 315, 14403, 520, 198, 82694, 7394, 13, 45873, 1494, 856, 25237, 0, 358, 6562, 499, 1051, 1523, 1618, 449, 757, 0, 2684, 527, 198, 2201, 24548, 304, 279, 3805, 11, 358, 4344, 16984, 11, 719, 499, 2643, 2339, 264]",1,False
